"","user_id","status_id","screen_name","text"
"11","1894536019","1283260710944989187","thewriterme","@Acosta Good for Trump. 1) Your update is not news! 2) Why not call out Hunter Biden? Are you campaigning for his dad? But of course... 3) Build that wall! <U+0001F9F1> <U+0001F4AA><U+0001F3FD><U+0001F44F><U+0001F3FC><U+0001F44F><U+0001F3FC><U+0001F44F><U+0001F3FC> 4) Stop being a pudgy little weasel... We want facts, not fiction. I can’t believe you get paid to whine like a girl <U+0001F467>"
"12","548611403","1283260711158808583","SimrinK","As Florida sets a single day record for deaths and Arizona and Texas are bringing in refrigerated morgue trucks, @washingtonpost says Trump has made nearly 1,000 false and misleading claims about the coronavirus pandemic - and that was before today’s press conference"
"13","1118400050944774146","1283260711058247681","GrantRo20776578","@BobIozzia Gosh. I was worried I would scroll through more than three posts of this hashtag without seeing a Trump is bad post. I was worried for nothing."
"14","267965863","1283260711179780096","philbeauchamp","OK. I’m done with Mary Trump’s book. Basically the President is, psychologically-speaking, a Frankenstein-like amalgamation of Idi Amin, John Gotti, Bernie Madoff, and Nell (the jungle-child character played by Jodie Foster). I need a drink"
"15","1509506515","1283260711095791617","emilysbIunt","happy one week"
"16","1190784562969759745","1283260710978375681","Janey05638384",".@POTUS is endorsing the @GOP challenger to @Carolyn4GA7 for Congress in #GA07 -- he's an ultra-conservative hydroxychloroquine pushing doc, but even worse, he's affiliated with #Qanons

Please follow @Carolyn4GA7 today 

Chip in $5, $10 or $20: https://t.co/N6H5kzxdsg"
"17","704462639242616837","1283260711326543872","justdeplorible","THE #DEEPSTATE

#Mueller prosecutor calls for a #RogerStone re-do

Says he should be hauled before a #grandjury about his interactions with #Trump in 2016

https://t.co/G9GAifkvB6

QAnon #QAnon2018 #QAnon2020 https://t.co/gjeaUbAwKQ"
"18","1188119041","1283260711288868867","CenterplaceZion","Thank you!"
"19","448414085","1283260711486005249","CoJaBy_","A man whose entire life was built on a rich blend of daddy’s money and financial fraud accuses me, daughter of a house cleaner who won multiple elections to Congress by the age of 30, of not having talent. <U+0001F923>

You can tell from his delivery that even HE doesn’t believe it. <U+0001F602>"
"20","632489544","1283260711523713024","annalie_rose","Context for President Trump saying more white people are killed by the police: Despite only making up 13 percent of the U.S. population, African Americans are two-and-a-half times more likely than white Americans to be killed by the police."
"21","34336149","1283260711586672641","MattMcGrath2001","Sessions was Trump’s 1st Senate supporter, lent him legitimacy. In return, Sessions gave up his seat. Lost his cabinet position. Lost his dignity. Lost his reputation. Lost his comeback race. Lost his place in the party. Lost everything. Because of false faith in Donald J. Trump."
"22","353976581","1283260711590928385","anakarenjaimee","I think she meant pendejo, but that works too"
"23","750800150210048000","1283260711859179520","NorthTahoe_Dems","No one wants to go to Trump's coronaconvention.

https://t.co/u1MA7JiKBC"
"24","3300973485","1283260711850971138","Gridleysoxfan","Rise your hand if you agree with #MaryTrump that Trump is ‘traumatized and emotionally stunted’

Let's hit this hashtag: #TrumpIsTraumatized

https://t.co/WVZGyGoUqA"
"25","532036852","1283260711976742913","randalljmatson","Trump-Endorsed Dr. Ronny Jackson Wins Republican Runoff in Texas-13 https://t.co/qGUzUDxY2u via @BreitbartNews"
"26","3299900505","1283260712236642305","jonlandon53","I’ve never worked so hard in my entire life. 

My bones are tired, &amp; my body is weak, but I will do everything within my power to re-elect President Trump — I mean that. 

Good night. On the road back to DC tomorrow."
"27","42914842","1283260712186531841","phantsy1","@Cernovich Trump didn't win. He cheated."
"28","902037150","1283260712190488578","IJDjurkin","This says it all. The #FakeNewsMedia thrives on twisting everything into whatever fits their hate agenda!"
"29","1551665503","1283260712337453057","CherieEd","This is the firm Trump has chosen to replace the CDC as the federal clearing house for and owner of all covid data. Apparently no bid contract. https://t.co/uuZoDaa2BZ"
"30","992890858339905537","1283260712219889666","DsOchoa","@JoeBiden for our POTUS 2020<U+0001F1FA><U+0001F1F8><U+0001F30A>"
"31","1126958241097895936","1283260712396169218","GermanJMorales1","Not for nothing, but Trump using the Rose Garden to give a campaign speech assailing Biden is definitely illegal and his campaign owes the taxpayers a lot of money for this event."
"32","432166655","1283260712534577152","MrLucky_Pants","Now Trump says “You all know that Biden and Obama stopped testing. They just stopped it.” BIDEN and OBAMA?!?! 

Where are the guys with butterfly nets? Where are the straitjackets and padded cells? 

What about the 25th Amendment, at long last? 

But #MoscowMitch and his Senate!"
"33","1094051876805328896","1283260712593223681","BabeStray","@TinkereToy2 @upickdthewrong1 @DaneeNickels @theworksofwitti @venterandy @AOC wow a women crying outside a concentration camp is a stupid stunt? I'm sure you don't criticize trump for posing with a baby who's parent had just been murder after El Paso, right?"
"34","7339162","1283260712761131009","thisisarp","The Deep State plot to make Trump look stupid and unelectable (otherwise known as 'Operation: Just Let Him Speak') is progressing wonderfully."
"35","81015741","1283260712874377218","Lilyll","I just spent the last week driving a thousand miles up and down California.

Didn’t see even one Biden sticker, sign, or flag.

I lost count of the number of Trump support displayed.

True story. Massive support for our President @realDonaldTrump, none for Biden - in California!"
"36","714943638","1283260712953843713","TheatreChick76","President Trump, at a press conference that was supposed to be focused on China and Hong Kong, just said: “Where is Hunter Biden?”

These remarks have been much more of a campaign rally style speech than a WH press conference."
"37","73187123","1283260713000214528","HABIBA327","They’re all bull*****ers and habitual liars to the core. They’re nothing but a bunch of despicables."
"38","711742082759532548","1283260713239064576","Suzi_jewett","FLORIDA
Biden 53% (+10)
Trump 43%

@GravisMarketing 7/13"
"39","971109705115250688","1283260713327366144","Dicken80239758","Can you imagine this market with a vaccine, $3 trillion of Fed stimulus and $3 trillion of Trump stimulus? https://t.co/3AeRTDtJGn"
"40","471641647","1283260713478377472","JenRygler","When Jefferson Beauregard Sessions isn't far right enough, you know the Republican Party has become an extremist cult of Trump"
"41","2327507911","1283260713537097728","Zoey4Always","The doctors continue to be genuinely gobsmacked by the results of <U+2066>@realDonaldTrump’s cognitive tests. 
https://t.co/LkTx5OiAI2"
"42","1267658163135758337","1283260713704677376","m_dennnis","Is the Biden campaign not making yard signs and bumper stickers or does nobody want them? 

I see ""TRUMP"" everywhere."
"43","4735616514","1283260713843261440","golferles","Covid 19 is a hoax it doesn't exist and high temperature heat like all flus or colds , Democrats Deep State don't want Trump elected again they know they are all going to prison"
"44","2356704481","1283260713880793088","stevewalt13","Another incredibly powerful video, showing what happens when a science-denying, lying narcissist is in charge.

#RecklessTrump #EndTheNightmare"
"45","78455847","1283260714032009216","typhanieluv","Donald Trump comes off as half dead in disastrous Rose Garden press conference

#TrumpPressConference #TrumpIsNotWell 

 https://t.co/Hi3Wsyp76U"
"46","1036245311721635846","1283260714132451328","Dog2Purple","President @realDonaldTrump from the White House garden to the press in a long speech on things done, and those to do next.

Two key passages: 1) explicit mention of Italy and Huawei and 2) countries who deal with US ""on behalf of China"".

https://t.co/O8vmlymdkI"
"47","833317958797639680","1283260714195591169","MartinC58224984","BECAUSE THAT NOT IN THE PLAN OF..THE PLANNEDEMIC..ONLY WE ARE THE TARGETS..TO BE CLEAR..IT'S A HOAX TO BEAT TRUMP-bt https://t.co/yt7xFBRFa4"
"48","3009933242","1283260714505793537","Dna_Trail","What a joke. Cuomo will say anything to try to pin his own COVID scandal on @realDonaldTrump.

Let’s review what happened on Cuomo’s watch:
– 6,000+ nursing home deaths
– 500% more nursing home deaths per capita than Florida
– 50%+ New York COVID deaths a result of local failures"
"49","1901051162","1283260714761826306","ciszakcon","In the middle of a pandemic, Trump is trying to take away health care by pushing the Supreme Court to end Obamacare. Millions will lose their insurance. Disgraceful. https://t.co/kSDLDwgnUT"
"50","1262583882089562114","1283260715545976833","V_MCMLXXI","Pres Trump hits 30 min mark with his ""press conference"" remarks, mostly critical of @JoeBiden. Notice CNN and MSNBC broke away from his remarks. Has yet to take a press question."
"51","2467960591","1283260715487252480","NikKress","I talk to people who knew you before Trump and said you were a fair reporter. They’re sorry to see what he’s done to you. I personally have no opinion but we all see their point."
"52","4738819695","1283260715596492800","WarwickWatchRI","Democrat celebrities who have tweeted about infant sexual abuse, child rape and cannibalism think they have the moral authority to excoriate Trump for HIS tweets? Is this a joke? @chrissyteigen @realDonaldTrump @johnlegend #wayfair #WayfairGate #SaveTheChildren"
"53","1144510047088590848","1283260715759890433","CELINEC53905473","The #HongKong Autonomy Act has now been signed into law. Will work with @SenToomey to ensure that the provisions of our bill are fully implemented. Trump has not used his existing powers to sanction China, but he must now impose these penalties."
"54","2321104668","1283260715801796608","madhumita999","The latest OANN poll has tRump leading in all 64 states."
"55","407951198","1283260715277656064","AlphaSinnerMan","@_bill_r_ @briebriejoy @noname @curaffairs Given that Bidens already Sabre rattling over Venezuela and his penchant for Regime change wars I think you could make a solid argument that Biden isn't the lesser evil.

Trump is a lot of despicable things but at least he hasn't been a Warmonger like Biden &amp; Obama.... https://t.co/JlwemndybA"
"56","736095344","1283260715990745089","WTPatty","You had No Problems when Obama used the White Bully Pull Pit to honor a Army Traitor &amp; Deserter. No problems when Obama Used the White House to advance the Disgusting Agenda of Gays. Obama used the W.H. to Destroy America &amp; u never said a word.FUCK OFF ACOSTA https://t.co/MMrO1eslN1"
"57","2396828168","1283260716028506113","jdh_kuri","Ivanka Trump is promoting a new ad campaign dubbed, ""Find Something New.""

It has received criticism, especially for its title, which can be interpreted as too simplistic a catchphrase to describe the unemployment meltdown millions of Americans are facing. https://t.co/fONldWP0Cp"
"58","382999084","1283260716028440582","RockBottom88","Sessions was Trump’s 1st Senate supporter, lent him legitimacy. In return, Sessions gave up his seat. Lost his cabinet position. Lost his dignity. Lost his reputation. Lost his comeback race. Lost his place in the party. Lost everything. Because of false faith in Donald J. Trump."
"59","4224096034","1283260716133183490","GotJanie","Trump soiled the WH Rose Garden with that performance. Presidents do not use the Rose Garden in that kind of naked political fashion. That was not a press conference, as the WH described it. It was a campaign rally disguised as a press conference.  It was a bait and switch."
"60","112619920","1283260716321890304","mrs_loureiro","Trump just happened to do a whole piece of his speech on human trafficking today <U+0001F914>

I’m sure it’s just another coincidence https://t.co/70dnPNkNHo"
"61","2203520636","1283260716246372353","Isalifeone","Today Jim Acosta (@Acosta) gifted America with one of the best lines ever—because it was entirely true—about the current state of the Trump administration: ""We're down to Kool-Aid drinkers and next of kin."""
"62","1643437656","1283260716359856128","SharonSharonh10","There have been over 260 incidences of gunfire on school grounds since Donald Trump was elected, including mass school shootings in Parkland, Florida, and Santa Fe, Texas. In response, the President has done precisely NOTHING."
"63","87797839","1283260716493963265","katco83","Dear diary: Jim Acosta says President Trump soiled the Rose Garden with a bait-and-switch campaign rally https://t.co/VBMXejJ3I8"
"64","134019092","1283260716539981827","HiJCP","Trump is now literally unloading an oppo dump on Biden from the Rose Garden. He’s reading aloud from a list of recent Biden alleged atrocities that he said he just asked his staff to prepare for him."
"65","1262275214437646342","1283260716569354240","briedelswift","The first House member to endorse Trump, ex-Rep. Chris Collins (R-N.Y.), is now a convicted felon.

The first senator to endorse Trump, Jeff Sessions, just lost a primary for his old Senate seat."
"66","894703634658635777","1283260716569571328","309Cobra69","I approve of this message. https://t.co/UHBYyYnGf4"
"67","867208034","1283260716657586176","hdojgomez","BREAKING: The Trump administration has rescinded a rule that would have forced international students to leave the country if their colleges hold classes online this fall. The administration was sued over the new policy by Harvard and MIT. https://t.co/5kqSNY7r2C"
"68","278809527","1283260716649254912","CatalenaNikole","Again?"
"69","952967505177468930","1283260716800020481","RRogerCarpenter","It's Coming...
USA Gold Backed Digital Currency.
But... 
Trump ain't done with the Fed yet!
#TheGreatDefault"
"70","4892318567","1283260716892348416","bluewings442","USA is the only country left w/ hope because we have Donald Trump....

DJT is the only thing standing between us and tyranny/communism

If we lose America, there will be nowhere else to go in the world for TRUE refuge, boundless opportunities, &amp; a chance to live a DREAM

#KAG<U+0001F64F><U+0001F3FB><U+0001F1FA><U+0001F1F8>"
"71","842411057377239040","1283260716963659776","thejdubble","@DeAnna4Congress having someone that mimics every single thing trump says and does and would do literally anything he asked tell other people they do what “People with authority” tell them to do is effen ironic.  you literally parrot the opposition to the truth and make fun of others who don’t.1/"
"72","21442060","1283260717156708352","glennlloydscott","Trump’s latest Rose Garden rant illustrated why his daily coronavirus press conferences ultimately backfired and damaged him politically. Unhinged and borderline delusional isn’t a good look, especially while a deadly pandemic is ravaging the country."
"73","260113186","1283260717546655744","stormy4369","Jim Acosta, when asked if there's anyone left in Trump's orbit who can rein him in: 

""We are down to Koolaid drinkers and next of kin.""

<U+0001F480><U+0001F480><U+0001F923>

https://t.co/766LVsCewQ"
"74","1239742479743823882","1283260717450264578","HopeLov93532949","@Al_Drago @IvankaTrump @tim_cook @GinniRometty If America does not vote Trump out then the country that we know will be just a distant memory.Trump and the Republican party want a country where white supremacy rules and the American flag is replaced with the confederate flag.
https://t.co/fpdmV9LOe0"
"75","741348844013682688","1283260717647441922","pyro_kine_sis","We Can Want to Stop Trump and Still Require Biden to Earn Our Votes [Op-Ed] https://t.co/nlPa5ohmT8 via @Colorlines"
"76","2916782918","1283260717538447361","HerbQuintana3","We have two systems of justice in America: one where Trump helps Roger Stone avoid prison time, and another where a Black 15 year old girl is incarcerated during a pandemic for not doing her homework."
"77","436454274","1283260717974425601","janellebowen","Was Donald Trump’s Rose Garden campaign speech written by Sean Hannity? This is utterly embarrassing."
"78","937450338520576001","1283260717853036546","AreaTeenager","Sessions was Trump’s 1st Senate supporter, lent him legitimacy. In return, Sessions gave up his seat. Lost his cabinet position. Lost his dignity. Lost his reputation. Lost his comeback race. Lost his place in the party. Lost everything. Because of false faith in Donald J. Trump."
"79","1269872319029264389","1283260717983031298","texas_desert","Far from draining the swamp, Trump put the swamp on the White House payroll.

A gun lobbyist turned White House lawyer helped lift the ban on gun silencer sales to foreign buyers, enacted by the State Department to protect U.S. troops abroad.

Swamp level today: dangerously high."
"80","1244763253672235008","1283260718121472000","dani74829276","""Trump am bad! World are laugh!""

Yes, yes, yes.

Here's your pudding, and I'll turn on the TV. There. Call me if you need anything.

END"
"81","77433044","1283260718360518656","eugenETSpanier","Mehdi Hasan on Ivanka Trump: “She works in the White House today because her dad hired her for a job she is manifestly unqualified for. This is a woman whose husband and father’s catastrophic mishandling of this virus is the reason the economy is so bad.”
https://t.co/a5SKH6JrJI"
"82","780577173325221888","1283260718519738373","rhonda12345637","<U+0001F923><U+0001F923><U+0001F923> She opened the door and the reporter waltzed right through! Love it!!

Kayleigh McEnany Stumps Reporter Over Trump's Black Lives Matter Tweet https://t.co/kqq7dIi9qE"
"83","2848087027","1283260718461054976","startendgamer","Good Times!"
"84","2174959995","1283260718549262336","meghanaaa_","BREAKING: The Trump administration has rescinded a rule that would have forced international students to leave the country if their colleges hold classes online this fall. The administration was sued over the new policy by Harvard and MIT. https://t.co/5kqSNY7r2C"
"85","177825958","1283260718591041536","donnies12","Whoa, wait what?  Mary Trump is not a licensed Psychologist in the state of NY? This according to Clinical Forensic Psychiatrist Carol Leiberman who appeared on Laura Ingraham?  She has a degree but it sounds to me as though she never practiced?  This destroys credibility."
"86","18727347","1283260718851272704","mcarrington","Biden will never debate Trump."
"87","1281295964","1283260718943539201","sheila_kantola","It seems obvious that this is the beginning of an attempt to doctor the numbers. If hospitals must do this, they need to also release their numbers publicly, in order to prevent the falsifying of data, which we know with absolute certainty that Trump wants to do."
"88","1206977685488128000","1283260719304146947","salsipujas","Ivanka Trump tweet featuring can of Goya beans sparks backlash https://t.co/E08OWCWgui"
"89","1278396327919882240","1283260719249555456","MrB90970814","Campaigning on federal property is against the law. That’s why we’ve never heard a president do this before Trump."
"90","1045508859278712833","1283260719341793280","Pkasinger2","""The European Union was formed in order to take advantage of United States"" -- we've entered the doing Putin's bidding part of Trump's rant https://t.co/cv2Z8fVBSk"
"91","23393356","1283260719300071424","nygroM58","It’s 12:26AM EST and @DonaldJTrumpJr not only had to 'undergo mandatory training' as part of The Trump Foundation scam settlement on how not to be a piece of shit, but he failed and continues to be a piece of shit."
"92","1108409038243422209","1283260719585058819","JLP_7272","45’s responsel to the pandemic, led to the largest decline in health coverage on record: An est.$5.4m US workers lost their insurance from Feb-May

trump &amp; @GOP  give us help

Instead he responded by imposing huge cuts for outreach programs which helps ppl signing up

#wtpTEAM"
"93","41053534","1283260719706730496","sweeettweetie","Pres. Trump responds to question about police violence against Black people by saying cops also kill white people.

Per Washington Post data, the rate at which Black people are shot and killed by law enforcement is twice as high than that of white people. https://t.co/7KioB2TJIW"
"94","1219283328","1283260719736094721","sfh2019","PEOPLE!! WE NEED TO BE ALL OVER TRUMP’S LATEST PLOT, WHICH IS DEMANDING HOSPITAL’S TO -BYPASS- THE CDC AND SEND ALL COVID DATA STRAIGHT TO TRUMP’S HHS OFFICE <U+0001F633><U+0001F631>HE IS THEN GOING TO BE ABLE TO CONTROL THE CASE NUMBERS OF THE SICK, NUMBERS OF DEATHS AND WE WON’T GET THE TRUTH <U+0001F92C>"
"95","2887975490","1283260719761428482","egnzlz86","A man whose entire life was built on a rich blend of daddy’s money and financial fraud accuses me, daughter of a house cleaner who won multiple elections to Congress by the age of 30, of not having talent. <U+0001F923>

You can tell from his delivery that even HE doesn’t believe it. <U+0001F602>"
"96","428073276","1283260719773831168","HeBeJeeve","A man whose entire life was built on a rich blend of daddy’s money and financial fraud accuses me, daughter of a house cleaner who won multiple elections to Congress by the age of 30, of not having talent. <U+0001F923>

You can tell from his delivery that even HE doesn’t believe it. <U+0001F602>"
"97","1109025251504066560","1283260719887253505","MrMads3","I'm a sober alcoholic and drug addict. If you had someone like Trump in your house wouldn't you call for an intervention? There's a line in one of my books, ""I've seen a lot of people die on their way to somebody else's bottom"" PAY ATTENTION."
"98","343656851","1283260720029863936","Framus4","MUST WATCH

• It started with COVID-19. 

• Full government control. 

• Then the riots in the streets. 

• Who’s behind the corruption?   

• What IS their agenda?

From acclaimed filmmaker @DineshDSouza 

<U+25AA><U+FE0F>TRUMP CARD

Coming soon <U+0001F3A5><U+0001F37F> https://t.co/5Cz853GO8Q"
"99","2433516463","1283260719996313601","RachaelAHancock","How is this possible, that the WH has authority over every hospital in your country?"
"100","1549651490","1283260720080183298","jcmarbury","CNN cuts away, as @wolfblitzer explains Trump is ""deteriorating into a campaign kind of speech.."""
"101","1028313663025958912","1283260720130531328","USAflaggirl76","See. <U+0001F447>
…

Biden sides with China, World Health Organization again as Trump begins process of leaving WHO https://t.co/MIiD3Tcmc0"
"102","17532001","1283260720151277574","spayer","@JunkiePoli @AdamParkhomenko To be fair, he didn’t say “my father” either.  He said “Donald Trump”.  Which merely shows how close DJTJ and his father are...n’t."
"103","71187120","1283260720440676353","RobertTYang","@CIAspygirl Ya, what happened when KAC pushed Ivanka’s product...trump was the one to decide how it would be handled."
"104","1244682473977434113","1283260720491028480","_officialmattb","It's clobberin time!  (The Thing) 
#RecklessTrump 
Retweet"
"105","898206746157568000","1283260720679809024","mtonga32","Trump just happened to do a whole piece of his speech on human trafficking today <U+0001F914>

I’m sure it’s just another coincidence https://t.co/70dnPNkNHo"
"106","3131628790","1283260720629657600","ordie5w","@johncusack Tucker spent 1 min on his racist head writer, giving no info but he made some mistakes. 
Worst non apology ever. Then he goes on to say Fox News is the only network against bigotry. Projection 101. GOP projects. Trump &amp; Tuckers orwellian propaganda has unmasked republicans."
"107","480208837","1283260720646217728","LifeCoachingTM","there are two justice systems in America. 

One for the wealthy, powerful and connected to President trump who get out of prison, although guilty.

The other one for the average American, the poor, the black and Latinos who may end up in prison for decades, even though innocent."
"108","17753577","1283260720893706240","Stijl","NEW VIDEO: Sticks and stone may break our bones, but Trump’s words will kill us all.  #RecklessTrump

 https://t.co/7DH8Kl1eqe"
"109","1253533974045036553","1283260721065754624","thedemiedwards","Context for President Trump saying more white people are killed by the police: Despite only making up 13 percent of the U.S. population, African Americans are two-and-a-half times more likely than white Americans to be killed by the police."
"110","739120485607186432","1283260721116131328","BlackNewYorican","Goya Boycott Backfires As Trump Supporters Buy In Bulk And Finally Season Their Food https://t.co/2dCFuDhy6k"
"111","34284291","1283260721145446402","kat223","This guy is going to lose in November to @SiegelForTexas. We are going to increase our majority in the House. It’s very exciting. Retweet and follow him and throw this Trump kiss-ass out of office in November at the polls."
"112","877285633387048960","1283260721329995776","TheArtsyLiberal","When Jefferson Beauregard Sessions isn't far right enough, you know the Republican Party has become an extremist cult of Trump"
"113","1262614797864108033","1283260721778823169","sciencejunkie3","@davethedaneguy @shortdicdong @AndyBlue60 @HKrassenstein @realDonaldTrump With his handle “shortdicdong” he might be a real Trump supporter <U+0001F602>"
"114","255812611","1283260722093285376","donwinslow","Not for nothing, but Trump using the Rose Garden to give a campaign speech assailing Biden is definitely illegal and his campaign owes the taxpayers a lot of money for this event."
"115","1077613990841323520","1283260722726699009","aubreym64578855","@realDonaldTrump Mr Trump you will see the reality, you have lost almost everything you have done. America is worse off in every way. You can’t even grasp at the simple concept of of MAKE AMERICA GREAT AGAIN.
America is crumbling around you.
History will remember you as the worst president."
"116","805550674549186561","1283260722911182848","algery3_","A man whose entire life was built on a rich blend of daddy’s money and financial fraud accuses me, daughter of a house cleaner who won multiple elections to Congress by the age of 30, of not having talent. <U+0001F923>

You can tell from his delivery that even HE doesn’t believe it. <U+0001F602>"
"117","1096855264777646081","1283260723020341248","dm_edmonds","A man whose entire life was built on a rich blend of daddy’s money and financial fraud accuses me, daughter of a house cleaner who won multiple elections to Congress by the age of 30, of not having talent. <U+0001F923>

You can tell from his delivery that even HE doesn’t believe it. <U+0001F602> https://t.co/blUMByAGjk"
"118","1078237393","1283260723125202944","Annikaa_27","Campaigning on federal property is against the law. That’s why we’ve never heard a president do this before Trump."
"119","1370409517","1283260723099914243","MaltzmanCody","A birth is the worst pain a woman will ever endure.

Lady Liberty at this moment has major pain as you can see all around us, THAT IS HOW YOU KNOW GOOD CHANGE IS UPON US!

Because once a birth is done (USA re-birth from Corporation to Republic), THE PAIN GOES AWAY INSTANTLY!
<U+2615><U+271D><U+FE0F> https://t.co/Nn1JCo8RSO"
"120","2710832088","1283260723301408769","wild8theart","Fact check: true! https://t.co/ppE75VVtOq"
"121","3554576537","1283260723615928320","mistercool87","A man whose entire life was built on a rich blend of daddy’s money and financial fraud accuses me, daughter of a house cleaner who won multiple elections to Congress by the age of 30, of not having talent. <U+0001F923>

You can tell from his delivery that even HE doesn’t believe it. <U+0001F602>"
"122","327244966","1283260723947360258","lunamadd","George Stephanopoulos: ""If you were in the Oval Office today, what would you say to [trump]?""

Mary trump: ""Resign.""

BOOM."
"123","41857043","1283260723997470721","zurent","SCOOP: @NPR has obtained a copy of an agreement showing that South Dakota is sharing driver's license and state ID records with the Census Bureau to help the Trump administration figure out the U.S. citizenship status of every adult living in the country.
https://t.co/wCYiuVFhDM"
"124","4852429895","1283260724102303744","ckkoch3","Sessions was Trump’s 1st Senate supporter, lent him legitimacy. In return, Sessions gave up his seat. Lost his cabinet position. Lost his dignity. Lost his reputation. Lost his comeback race. Lost his place in the party. Lost everything. Because of false faith in Donald J. Trump."
"125","16132719","1283260724282875905","Penny_G","I've seen enough: former White House physician Ronny Jackson (R) has defeated Josh Winegarner (R) in the #TX13 runoff. 

Trump won the district 80%-17% in 2016, so to call Jackson a lock in November would be an understatement."
"126","164780066","1283260724442050560","timbuk16","Goya’s CEO faced a public backlash and boycott for praising President Trump in the Rose Garden last week. 

Tonight the president’s daughter used her social media platform to pitch Goya’s products. https://t.co/9QWCycqRdx"
"127","925824682875596800","1283260724538736641","Scott27587701","Many of you ask why Trump is endorsing masks now. It's really very simple to me. Comparisons.

2 months shutting the country down, no effect

2 months of fighting the masks. No effect

2 months of wearing the mask, will have no effect

He's covering ALL bases to prove dems wrong."
"128","1194069019705393157","1283260724685475840","GlenKudar","I’ve never worked so hard in my entire life. 

My bones are tired, &amp; my body is weak, but I will do everything within my power to re-elect President Trump — I mean that. 

Good night. On the road back to DC tomorrow."
"129","1214749179777617920","1283260724714840065","i_vnow","@realDonaldTrump Trump really cares about his students! https://t.co/xnFyvSL8ke"
"130","188748751","1283260724710641664","nsk0601","@donwinslow And the Prez’ buddy, whose criminal sentence Trump commuted ... https://t.co/j8dOP5fEMJ"
"131","845076924825186305","1283260725020864512","Boudicc53237048","Today Trump repeated his claim that if we would only reduce our testing by half, we would only have half as many COVID cases. Once again he displayes his overwhelming ignorance and stupidity. Per this “logic,” we could eliminate cancer by no longer testing for it. Imbecile!"
"132","1242270082568347648","1283260725050388480","YouSirAim","Classic Trump!

Media bakes in the 95 degree sun with masks on, Trump speaks in the shade with no mask on. <U+0001F923><U+0001F923><U+0001F923> https://t.co/L7wo4jBtGC"
"133","821552450511343616","1283260725096411136","2017_itstime","Football trumps Trump in Alabama (I should know. I live here). Doug Jones in an Alabama Alum, and Bama fans outnumber Auburn fans. They HATE Auburn and HATE Auburn football on a level you do not understand. On this alone I predict a Jones win come Nov. https://t.co/XQbve5ZpJh"
